skeleton	glycans	primary_class	oversized	unsaturated	open_chain	polyol	undersized	no_anomeric	unknown_stereo	nC	first	last
a2212h	401	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a1222h	373	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a2221h	367	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a1x2xh	362	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2121h	325	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
axxxxm	318	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2211h	309	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ad222m	299	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
axxxh	285	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a1121h	278	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ad122m	248	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
hxh	248	polyol	0	0	0	1	1	1	1	3	SZ3_HYDROXYL	SZ3_HYDROXYL
ax22xh	236	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1x1xh	232	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axx21h	219	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
h1122h	216	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
a2111h	208	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a2221m	196	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
axxxxA	196	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a1122A	193	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a1111h	187	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a21eEA	183	unsaturated	0	1	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a11222h	174	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a1212h	173	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ax1xxh	166	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad122h	156	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ax21xh	152	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a112h	148	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
haxxxh	139	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
a1211m	130	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad22h	128	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
a21d2h	126	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a21x2h	121	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axx22h	114	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a112xh	112	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axxxxxh	110	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
ax12xA	108	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ax12xm	108	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2x2xh	106	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a212xh	105	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a121h	104	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
a2d12m	104	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a2x22h	104	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad111m	104	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a1121m	98	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad211m	96	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a2x1xh	93	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
Aadxxxxxh	90	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
a1121A	89	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a111xh	87	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
Aad11x22h	85	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
axx1xm	83	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ha112h	82	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
ha222h	80	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
ad112m	79	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad112h	78	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
h222h	78	polyol	0	0	0	1	0	1	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
a2d22h	77	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ax12h	77	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
ad221m	76	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
axx2xm	76	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax11xm	75	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ha121h	75	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
a211xh	73	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1112m	72	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
Aa11122h	71	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
h2h	71	polyol	0	0	0	1	1	1	0	3	SZ3_HYDROXYL	SZ3_HYDROXYL
ha211h	70	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hax12h	69	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
Aad21112h	64	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
a1x1xm	63	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2222m	63	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
adxxxm	63	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a21222h	60	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a1d22m	58	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
axx2h	58	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a111h	57	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
axxdxh	56	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a221h	55	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
a2x12h	55	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ha212h	55	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
a1x2h	54	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a2d12h	54	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
adxxxh	54	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax122h	53	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1222m	52	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a11d2h	51	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ax11xA	51	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
axx2xA	50	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ax21xm	49	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a26h	47	undersized	0	0	0	0	1	0	0	4	SZX_ANOMER	SZ3_HYDROXYL
ha221h	47	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
a1x2xm	46	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2111m	46	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a1x22h	45	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1d21m	44	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a1xxxh	44	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2212m	44	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
axdxxh	44	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axx11h	44	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
o2122h	44	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
ax1x2h	42	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2111A	41	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a2d22m	41	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ax22xA	41	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
h22h	40	polyol	0	0	0	1	1	1	0	4	SZ3_HYDROXYL	SZ3_HYDROXYL
a21d2m	39	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a2222A	39	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
ad21h	39	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
add21m	39	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a2d2h	37	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
ad212m	37	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ha111h	37	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
a1x2xA	36	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ha2x2h	36	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
a122xh	35	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1d22h	35	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
adx2xh	35	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1212A	34	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
ax22h	33	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
axx21A	33	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
A2122h	32	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
Aadxxx22h	32	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
axx1h	32	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
Aad11122h	31	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
a1212m	31	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ax21xA	31	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
Aad211xxh	30	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
a21xxh	30	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
adxxh	30	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
haxx2h	30	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
Aadx1x22h	29	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
a2121m	29	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad12h	29	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
axxx2h	29	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
h2211m	29	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
a1111m	28	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a11xxh	28	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax1dxh	28	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
Aad21111h	27	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
a2xxxh	27	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax112h	27	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax2xxh	27	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axx21m	27	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a11x2h	26	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a1211A	26	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a1d2h	26	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
ax2dxh	26	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad222h	25	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
Aad21x22h	24	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
a22x2h	24	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad11h	24	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
h122h	24	polyol	0	0	0	1	0	1	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
o1h	24	open_chain	0	0	1	0	1	1	0	3	SZ2_ALDEHYDE	SZ3_HYDROXYL
a12d1m	23	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ha1x2h	23	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
Aad11xxxh	22	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad21211h	22	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
axdxxm	22	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a12xxh	21	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a21221h	21	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
ad121m	21	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad12xh	21	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axdxh	21	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
o2h	21	open_chain	0	0	1	0	1	1	0	3	SZ2_ALDEHYDE	SZ3_HYDROXYL
a1221A	20	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a1x1xA	20	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
axd2h	20	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
ha2x1h	20	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
o1122h	20	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
Aadxxx11h	19	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
add22m	19	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
axd2xh	19	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
h212h	19	polyol	0	0	0	1	0	1	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
ax11h	18	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
axxdxm	18	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axxx1h	18	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a11x1h	17	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
h2211h	17	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
Aad22122h	16	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
a1x1h	16	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a222m	16	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a22xh	16	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a2d11m	16	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad211h	16	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ad212h	16	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ax121h	16	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax222h	16	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax22xm	16	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
oxh	16	open_chain	0	0	1	0	1	1	1	3	SZ2_ALDEHYDE	SZ3_HYDROXYL
a121xh	15	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a212m	15	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a2212A	15	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a22d1m	15	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad11xh	15	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
adx2h	15	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
ax2xxm	15	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axx11m	15	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
h12h	15	polyol	0	0	0	1	1	1	0	4	SZ3_HYDROXYL	SZ3_HYDROXYL
hax22h	15	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
A2h	14	undersized	0	0	0	0	1	1	0	3	SZ2_ACID_U	SZ3_HYDROXYL
Aad11221h	14	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad21121h	14	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadxxxxh	14	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
a1x12h	14	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a212xA	14	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a222xh	14	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2x2h	14	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
ad2xh	14	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
addxxm	14	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax1xh	14	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
axxx1m	14	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
Aad11222h	13	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad112A	13	standard	0	0	0	0	0	0	0	7	SZ2_ACID_U	SZ2_ACID_U
Aad2122h	13	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
a11eEA	13	unsaturated	0	1	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a1xxxm	13	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2d1h	13	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
a2x1h	13	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
ax21h	13	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
o222h	13	open_chain	0	0	1	0	0	1	0	5	SZ2_ALDEHYDE	SZ3_HYDROXYL
A212h	12	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ3_HYDROXYL
A22h	12	undersized	0	0	0	0	1	1	0	4	SZ2_ACID_U	SZ3_HYDROXYL
Aad21222h	12	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
a1112A	12	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a121xA	12	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a21x2A	12	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a2x2xm	12	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2xx2h	12	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad221h	12	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
adx1xh	12	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax221m	12	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
h2122m	12	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
Aad22111m	11	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_METHYL_L
Aadxxxx2h	11	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
a11xh	11	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a2x21h	11	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad12xm	11	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axx12h	11	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
Aad11x2h	10	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aadxxx2xh	10	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Axh	10	undersized	0	0	0	0	1	1	1	3	SZ2_ACID_U	SZ3_HYDROXYL
a1122dh	10	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a1122xh	10	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
a112xA	10	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a12112h	10	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a1222A	10	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a122xm	10	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a222A	10	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ2_ACID_U
ad121h	10	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ad2x1m	10	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
add11m	10	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
adx1h	10	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
adx1xm	10	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axd2xm	10	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
h1221m	10	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
haxx1h	10	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
Aad112xh	9	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad12211h	9	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad2x122h	9	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
a12d2h	9	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a1d2xh	9	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a21122h	9	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a211m	9	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_METHYL_L
a21xh	9	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_HYDROXYL
a2221A	9	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
ad2d1m	9	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
ad611m	9	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
adxdxm	9	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ha12xh	9	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hxxxxh	9	polyol	0	0	0	1	0	1	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
o2112h	9	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
A1h	8	undersized	0	0	0	0	1	1	0	3	SZ2_ACID_U	SZ3_HYDROXYL
Aad2112xh	8	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad21221h	8	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx122h	8	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
a12d2m	8	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a1d11h	8	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
