skeleton	glycans	primary_class	oversized	unsaturated	open_chain	polyol	undersized	no_anomeric	unknown_stereo	nC	first	last
Aad11xx2h	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad12111h	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad12122h	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad12212h	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad12221h	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad12x11m	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_METHYL_L
Aad12x12h	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad12x2h	2	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad12xxxh	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad1x122h	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad1x2xxh	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad211x1h	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad21x22m	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_METHYL_L
Aad21xx1h	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad22111h	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad22112h	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad2211h	2	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad22121h	2	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad2222h	2	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad22x21h	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx12xh	2	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aadx1x1xh	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx1x2xh	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadx1xxh	2	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aadxx122h	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aadxxx21h	2	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aax11x2h	2	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
AxxxxA	2	no_anomeric_other	0	0	0	0	0	1	1	6	SZ2_ACID_U	SZ2_ACID_U
a11111h	2	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a11112h	2	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a11d1m	2	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_METHYL_L
a12222h	2	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a12dxh	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a12x1m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a12x2A	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a1522h	2	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a16h	2	undersized	0	0	0	0	1	0	0	4	SZX_ANOMER	SZ3_HYDROXYL
a1d1xm	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a1x2m	2	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ3_METHYL_L
a1xdxm	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a1xxxA	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a21dxh	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a21x2m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a22121h	2	standard	0	0	0	0	0	0	0	7	SZX_ANOMER	SZ3_HYDROXYL
a22eEA	2	unsaturated	0	1	0	0	0	0	0	6	SZX_ANOMER	SZ2_ACID_U
a22x1h	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a25h	2	undersized	0	0	0	0	1	0	0	4	SZX_ANOMER	SZ3_HYDROXYL
a2O12h	2	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
a2d2xm	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2dx1h	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2x12A	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a2x21m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
a2x2x2h	2	standard	0	0	0	0	0	0	1	7	SZX_ANOMER	SZ3_HYDROXYL
a2xd1h	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
a2xx2A	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
a622h	2	standard	0	0	0	0	0	0	0	5	SZX_ANOMER	SZ3_HYDROXYL
aO112h	2	standard	0	0	0	0	0	0	0	6	SZX_ANOMER	SZ3_HYDROXYL
ad1dxm	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ad1xxA	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ad21xh	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad2x1h	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ad2x2m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
add1xm	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
add2xm	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
adx12m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
adx21h	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
adx22m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
adxx1h	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
adxx1m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax111m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax122A	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
ax122m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax12A	2	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ2_ACID_U
ax211h	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
ax222m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
ax2x1h	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_HYDROXYL
axx11A	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ2_ACID_U
axx22m	2	standard	0	0	0	0	0	0	1	6	SZX_ANOMER	SZ3_METHYL_L
axxxA	2	standard	0	0	0	0	0	0	1	5	SZX_ANOMER	SZ2_ACID_U
h2221h	2	polyol	0	0	0	1	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hO121h	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hO121m	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
hO211m	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
hO221h	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hO221m	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
hO222h	2	no_anomeric_other	0	0	0	0	0	1	0	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hOxh	2	undersized	0	0	0	0	1	1	1	4	SZ3_HYDROXYL	SZ3_HYDROXYL
ha112m	2	standard	0	0	0	0	0	0	0	6	SZ3_HYDROXYL	SZ3_METHYL_L
ha11h	2	standard	0	0	0	0	0	0	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
ha12xm	2	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_METHYL_L
ha1x1m	2	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_METHYL_L
ha21h	2	standard	0	0	0	0	0	0	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
ha22h	2	standard	0	0	0	0	0	0	0	5	SZ3_HYDROXYL	SZ3_HYDROXYL
ha22xh	2	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
ha2x2m	2	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_METHYL_L
hax2xh	2	standard	0	0	0	0	0	0	1	6	SZ3_HYDROXYL	SZ3_HYDROXYL
hxxh	2	polyol	0	0	0	1	1	1	1	4	SZ3_HYDROXYL	SZ3_HYDROXYL
ma222m	2	standard	0	0	0	0	0	0	0	6	SZ3_METHYL_L	SZ3_METHYL_L
ma2x2m	2	standard	0	0	0	0	0	0	1	6	SZ3_METHYL_L	SZ3_METHYL_L
o1112h	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
o1112m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
o1221h	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
o1222h	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
o12h	2	open_chain	0	0	1	0	1	1	0	4	SZ2_ALDEHYDE	SZ3_HYDROXYL
o2112m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
o2121A	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ2_ACID_U
o21d2m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
o2222h	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
o2222m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
o22h	2	open_chain	0	0	1	0	1	1	0	4	SZ2_ALDEHYDE	SZ3_HYDROXYL
od122h	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_HYDROXYL
od211m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
od212m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
od221m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
od222m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
od22h	2	open_chain	0	0	1	0	0	1	0	5	SZ2_ALDEHYDE	SZ3_HYDROXYL
od511m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
odd22m	2	open_chain	0	0	1	0	0	1	0	6	SZ2_ALDEHYDE	SZ3_METHYL_L
A1122A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A112h	1	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ3_HYDROXYL
A1211h	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
A1212A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A121h	1	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ3_HYDROXYL
A1222A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A1222h	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
A12A	1	undersized	0	0	0	0	1	1	0	4	SZ2_ACID_U	SZ2_ACID_U
A2112A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A2121A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A21A	1	undersized	0	0	0	0	1	1	0	4	SZ2_ACID_U	SZ2_ACID_U
A2211A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A2212A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A221A	1	no_anomeric_other	0	0	0	0	0	1	0	5	SZ2_ACID_U	SZ2_ACID_U
A2221A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A2222A	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ2_ACID_U
A22A	1	undersized	0	0	0	0	1	1	0	4	SZ2_ACID_U	SZ2_ACID_U
AO112h	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
AO121h	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
AO211h	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
AO212h	1	no_anomeric_other	0	0	0	0	0	1	0	6	SZ2_ACID_U	SZ3_HYDROXYL
AOd22111h	1	no_anomeric_other	0	0	0	0	0	1	0	9	SZ2_ACID_U	SZ3_HYDROXYL
AOdxxxxh	1	no_anomeric_other	0	0	0	0	0	1	1	8	SZ2_ACID_U	SZ3_HYDROXYL
AOxxxh	1	no_anomeric_other	0	0	0	0	0	1	1	6	SZ2_ACID_U	SZ3_HYDROXYL
Aa11121h	1	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aa1122xh	1	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aa121h	1	standard	0	0	0	0	0	0	0	6	SZ2_ACID_U	SZ3_HYDROXYL
Aa21122h	1	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aa211x1h	1	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aa211x2h	1	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aa222h	1	standard	0	0	0	0	0	0	0	6	SZ2_ACID_U	SZ3_HYDROXYL
Aad111xxm	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_METHYL_L
Aad112dh	1	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad112xxh	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad11x11h	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad11x1h	1	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad11x1xh	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad11x2xh	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad11xxh	1	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad1221h	1	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad122xh	1	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad12x21h	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad1x1xxh	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad1xx2h	1	standard	0	0	0	0	0	0	1	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad211xxm	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_METHYL_L
Aad2121h	1	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad21xx2h	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad22122m	1	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_METHYL_L
Aad2212h	1	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad221x2h	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_HYDROXYL
Aad221xxm	1	standard	0	0	0	0	0	0	1	9	SZ2_ACID_U	SZ3_METHYL_L
Aad2221h	1	standard	0	0	0	0	0	0	0	8	SZ2_ACID_U	SZ3_HYDROXYL
Aad22222h	1	standard	0	0	0	0	0	0	0	9	SZ2_ACID_U	SZ3_HYDROXYL
