skeleton	glycans	rescodes	nC	first	last	nAnomer	nStereoDef	nStereoUnk	nDeoxy	nUndef	nCarbonyl	nAcid	nDouble	nTriple	nSP3	nSP2	nSP	nSPX	unknownChars
a112x1h	3	2	7	SZX_ANOMER	SZ3_HYDROXYL	1	4	1	0	0	0	0	0	0	7	0	0	0	-
a11dxh	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
a11h	3	3	4	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	4	0	0	0	-
a11xxA	3	3	6	SZX_ANOMER	SZ2_ACID_U	1	2	2	0	0	0	1	0	0	5	1	0	0	-
a121m	3	3	5	SZX_ANOMER	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	5	0	0	0	-
a1222dh	3	2	7	SZX_ANOMER	SZ3_HYDROXYL	1	4	0	1	0	0	0	0	0	7	0	0	0	-
a12h	3	3	4	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	4	0	0	0	-
a1d11m	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
a1d1xh	3	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
a1x11h	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
a1x11m	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a1x1xxh	3	1	7	SZX_ANOMER	SZ3_HYDROXYL	1	2	3	0	0	0	0	0	0	7	0	0	0	-
a1x21A	3	1	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
a1xx2h	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	2	0	0	0	0	0	0	6	0	0	0	-
a21112h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a21121h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a215h	3	3	5	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	0	0	0	0	0	0	5	0	0	0	-
a21O2m	3	1	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	1	0	1	0	0	0	5	1	0	0	-
a21d1m	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
a21h	3	3	4	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	4	0	0	0	-
a21x1m	3	2	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a21xxm	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	2	2	1	0	0	0	0	0	6	0	0	0	-
a22111h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a2211A	3	2	6	SZX_ANOMER	SZ2_ACID_U	1	4	0	0	0	0	1	0	0	5	1	0	0	-
a22122h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a2212xh	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	4	1	0	0	0	0	0	0	7	0	0	0	-
a221m	3	3	5	SZX_ANOMER	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	5	0	0	0	-
a22xm	3	3	5	SZX_ANOMER	SZ3_METHYL_L	1	2	1	1	0	0	0	0	0	5	0	0	0	-
a2611m	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	4	0	1	0	0	0	0	0	6	0	0	0	-
a2d11h	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a2dd2h	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	2	0	0	0	0	0	6	0	0	0	-
a2xdxm	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
a2xxxA	3	2	6	SZX_ANOMER	SZ2_ACID_U	1	1	3	0	0	0	1	0	0	5	1	0	0	-
ad1xxm	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
ad2dxm	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	1	1	3	0	0	0	0	0	6	0	0	0	-
ad2xxm	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
addx1m	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	1	1	3	0	0	0	0	0	6	0	0	0	-
ax12x1h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	3	2	0	0	0	0	0	0	7	0	0	0	-
ax12xxh	3	1	7	SZX_ANOMER	SZ3_HYDROXYL	1	2	3	0	0	0	0	0	0	7	0	0	0	-
ax1xm	3	3	5	SZX_ANOMER	SZ3_METHYL_L	1	1	2	1	0	0	0	0	0	5	0	0	0	-
ax212h	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
ax221h	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
ax2x2h	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	2	0	0	0	0	0	0	6	0	0	0	-
axd1xm	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
axx2x1h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	2	3	0	0	0	0	0	0	7	0	0	0	-
axxd1h	3	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
axxxx1h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	1	4	0	0	0	0	0	0	7	0	0	0	-
axxxx2h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	1	4	0	0	0	0	0	0	7	0	0	0	-
h2121h	3	3	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	4	0	0	0	0	0	0	0	6	0	0	0	-
h2222h	3	3	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	4	0	0	0	0	0	0	0	6	0	0	0	-
hO112h	3	3	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	3	0	0	0	1	0	0	0	5	1	0	0	-
hO11h	3	3	5	SZ3_HYDROXYL	SZ3_HYDROXYL	0	2	0	0	0	1	0	0	0	4	1	0	0	-
hO12h	3	3	5	SZ3_HYDROXYL	SZ3_HYDROXYL	0	2	0	0	0	1	0	0	0	4	1	0	0	-
hO1h	3	3	4	SZ3_HYDROXYL	SZ3_HYDROXYL	0	1	0	0	0	1	0	0	0	3	1	0	0	-
hO212h	3	3	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	3	0	0	0	1	0	0	0	5	1	0	0	-
hO21h	3	3	5	SZ3_HYDROXYL	SZ3_HYDROXYL	0	2	0	0	0	1	0	0	0	4	1	0	0	-
hO2h	3	3	4	SZ3_HYDROXYL	SZ3_HYDROXYL	0	1	0	0	0	1	0	0	0	3	1	0	0	-
ha2xxh	3	2	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	1	2	0	0	0	0	0	0	6	0	0	0	-
haxx2m	3	1	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	1	2	1	0	0	0	0	0	6	0	0	0	-
haxxxm	3	3	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	0	3	1	0	0	0	0	0	6	0	0	0	-
maxx2m	3	2	6	SZ3_METHYL_L	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
maxxxm	3	2	6	SZ3_METHYL_L	SZ3_METHYL_L	1	0	3	2	0	0	0	0	0	6	0	0	0	-
o1122m	3	3	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	4	0	1	0	1	0	0	0	5	1	0	0	-
o2122A	3	2	6	SZ2_ALDEHYDE	SZ2_ACID_U	0	4	0	0	0	1	1	0	0	4	2	0	0	-
o2211h	3	3	6	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	4	0	0	0	1	0	0	0	5	1	0	0	-
od112m	3	3	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	3	0	2	0	1	0	0	0	5	1	0	0	-
A111h	2	2	5	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	0	1	0	0	4	1	0	0	-
A1221h	2	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	0	0	0	1	0	0	5	1	0	0	-
A122A	2	1	5	SZ2_ACID_U	SZ2_ACID_U	0	3	0	0	0	0	2	0	0	3	2	0	0	-
A2121h	2	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	0	0	0	1	0	0	5	1	0	0	-
A2122A	2	2	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A21h	2	2	4	SZ2_ACID_U	SZ3_HYDROXYL	0	2	0	0	0	0	1	0	0	3	1	0	0	-
A2d1122h	2	1	8	SZ2_ACID_U	SZ3_HYDROXYL	0	5	0	1	0	0	1	0	0	7	1	0	0	-
AO122h	2	2	6	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	1	1	0	0	4	2	0	0	-
Aad11112h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad11122m	2	2	9	SZ2_ACID_U	SZ3_METHYL_L	1	5	0	2	0	0	1	0	0	8	1	0	0	-
Aad11x21m	2	2	9	SZ2_ACID_U	SZ3_METHYL_L	1	4	1	2	0	0	1	0	0	8	1	0	0	-
Aad11x22m	2	2	9	SZ2_ACID_U	SZ3_METHYL_L	1	4	1	2	0	0	1	0	0	8	1	0	0	-
Aad11xx2h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	3	2	1	0	0	1	0	0	8	1	0	0	-
Aad12111h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad12122h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad12212h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad12221h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad12x11m	2	2	9	SZ2_ACID_U	SZ3_METHYL_L	1	4	1	2	0	0	1	0	0	8	1	0	0	-
Aad12x12h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad12x2h	2	2	8	SZ2_ACID_U	SZ3_HYDROXYL	1	3	1	1	0	0	1	0	0	7	1	0	0	-
Aad12xxxh	2	1	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
Aad1x122h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad1x2xxh	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
Aad211x1h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad21x22m	2	2	9	SZ2_ACID_U	SZ3_METHYL_L	1	4	1	2	0	0	1	0	0	8	1	0	0	-
Aad21xx1h	2	1	9	SZ2_ACID_U	SZ3_HYDROXYL	1	3	2	1	0	0	1	0	0	8	1	0	0	-
Aad22111h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad22112h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad2211h	2	1	8	SZ2_ACID_U	SZ3_HYDROXYL	1	4	0	1	0	0	1	0	0	7	1	0	0	-
Aad22121h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad2222h	2	2	8	SZ2_ACID_U	SZ3_HYDROXYL	1	4	0	1	0	0	1	0	0	7	1	0	0	-
Aad22x21h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aadx12xh	2	2	8	SZ2_ACID_U	SZ3_HYDROXYL	1	2	2	1	0	0	1	0	0	7	1	0	0	-
Aadx1x1xh	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
Aadx1x2xh	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
Aadx1xxh	2	2	8	SZ2_ACID_U	SZ3_HYDROXYL	1	1	3	1	0	0	1	0	0	7	1	0	0	-
Aadxx122h	2	1	9	SZ2_ACID_U	SZ3_HYDROXYL	1	3	2	1	0	0	1	0	0	8	1	0	0	-
Aadxxx21h	2	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
Aax11x2h	2	2	8	SZ2_ACID_U	SZ3_HYDROXYL	1	3	2	0	0	0	1	0	0	7	1	0	0	-
AxxxxA	2	2	6	SZ2_ACID_U	SZ2_ACID_U	0	0	4	0	0	0	2	0	0	4	2	0	0	-
a11111h	2	2	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a11112h	2	2	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a11d1m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
a12222h	2	2	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a12dxh	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
a12x1m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a12x2A	2	2	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
a1522h	2	1	6	SZX_ANOMER	SZ3_HYDROXYL	1	4	0	0	0	0	0	0	0	6	0	0	0	-
a16h	2	2	4	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	4	0	0	0	-
a1d1xm	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
a1x2m	2	2	5	SZX_ANOMER	SZ3_METHYL_L	1	2	1	1	0	0	0	0	0	5	0	0	0	-
a1xdxm	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
a1xxxA	2	2	6	SZX_ANOMER	SZ2_ACID_U	1	1	3	0	0	0	1	0	0	5	1	0	0	-
a21dxh	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
a21x2m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a22121h	2	2	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a22eEA	2	1	6	SZX_ANOMER	SZ2_ACID_U	1	2	0	0	0	0	1	2	0	3	3	0	0	-
a22x1h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
a25h	2	2	4	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	4	0	0	0	-
a2O12h	2	1	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	0	0	1	0	0	0	5	1	0	0	-
a2d2xm	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
a2dx1h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
a2x12A	2	1	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
a2x21m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a2x2x2h	2	2	7	SZX_ANOMER	SZ3_HYDROXYL	1	3	2	0	0	0	0	0	0	7	0	0	0	-
a2xd1h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
a2xx2A	2	2	6	SZX_ANOMER	SZ2_ACID_U	1	2	2	0	0	0	1	0	0	5	1	0	0	-
a622h	2	2	5	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	0	0	0	0	0	0	5	0	0	0	-
aO112h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	0	0	1	0	0	0	5	1	0	0	-
ad1dxm	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	1	1	3	0	0	0	0	0	6	0	0	0	-
ad1xxA	2	2	6	SZX_ANOMER	SZ2_ACID_U	1	1	2	1	0	0	1	0	0	5	1	0	0	-
ad21xh	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
ad2x1h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
ad2x2m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
add1xm	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	1	1	3	0	0	0	0	0	6	0	0	0	-
add2xm	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	1	1	3	0	0	0	0	0	6	0	0	0	-
adx12m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
adx21h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
adx22m	2	1	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
adxx1h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
adxx1m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
ax111m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
ax122A	2	2	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
ax122m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
ax12A	2	2	5	SZX_ANOMER	SZ2_ACID_U	1	2	1	0	0	0	1	0	0	4	1	0	0	-
ax211h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
ax222m	2	1	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
ax2x1h	2	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	2	0	0	0	0	0	0	6	0	0	0	-
axx11A	2	1	6	SZX_ANOMER	SZ2_ACID_U	1	2	2	0	0	0	1	0	0	5	1	0	0	-
axx22m	2	2	6	SZX_ANOMER	SZ3_METHYL_L	1	2	2	1	0	0	0	0	0	6	0	0	0	-
axxxA	2	2	5	SZX_ANOMER	SZ2_ACID_U	1	0	3	0	0	0	1	0	0	4	1	0	0	-
h2221h	2	2	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	4	0	0	0	0	0	0	0	6	0	0	0	-
hO121h	2	2	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	3	0	0	0	1	0	0	0	5	1	0	0	-
hO121m	2	2	6	SZ3_HYDROXYL	SZ3_METHYL_L	0	3	0	1	0	1	0	0	0	5	1	0	0	-
hO211m	2	2	6	SZ3_HYDROXYL	SZ3_METHYL_L	0	3	0	1	0	1	0	0	0	5	1	0	0	-
hO221h	2	2	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	3	0	0	0	1	0	0	0	5	1	0	0	-
hO221m	2	2	6	SZ3_HYDROXYL	SZ3_METHYL_L	0	3	0	1	0	1	0	0	0	5	1	0	0	-
hO222h	2	2	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	3	0	0	0	1	0	0	0	5	1	0	0	-
hOxh	2	2	4	SZ3_HYDROXYL	SZ3_HYDROXYL	0	0	1	0	0	1	0	0	0	3	1	0	0	-
ha112m	2	2	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	6	0	0	0	-
ha11h	2	2	5	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	5	0	0	0	-
ha12xm	2	2	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	2	1	1	0	0	0	0	0	6	0	0	0	-
ha1x1m	2	2	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	2	1	1	0	0	0	0	0	6	0	0	0	-
ha21h	2	2	5	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	5	0	0	0	-
ha22h	2	2	5	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	5	0	0	0	-
ha22xh	2	2	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	6	0	0	0	-
ha2x2m	2	1	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	2	1	1	0	0	0	0	0	6	0	0	0	-
hax2xh	2	2	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	1	2	0	0	0	0	0	0	6	0	0	0	-
hxxh	2	2	4	SZ3_HYDROXYL	SZ3_HYDROXYL	0	0	2	0	0	0	0	0	0	4	0	0	0	-
ma222m	2	2	6	SZ3_METHYL_L	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
ma2x2m	2	2	6	SZ3_METHYL_L	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
o1112h	2	2	6	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	4	0	0	0	1	0	0	0	5	1	0	0	-
o1112m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	4	0	1	0	1	0	0	0	5	1	0	0	-
o1221h	2	2	6	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	4	0	0	0	1	0	0	0	5	1	0	0	-
o1222h	2	2	6	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	4	0	0	0	1	0	0	0	5	1	0	0	-
o12h	2	2	4	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	2	0	0	0	1	0	0	0	3	1	0	0	-
o2112m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	4	0	1	0	1	0	0	0	5	1	0	0	-
o2121A	2	2	6	SZ2_ALDEHYDE	SZ2_ACID_U	0	4	0	0	0	1	1	0	0	4	2	0	0	-
o21d2m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	3	0	2	0	1	0	0	0	5	1	0	0	-
o2222h	2	2	6	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	4	0	0	0	1	0	0	0	5	1	0	0	-
o2222m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	4	0	1	0	1	0	0	0	5	1	0	0	-
o22h	2	2	4	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	2	0	0	0	1	0	0	0	3	1	0	0	-
od122h	2	2	6	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	3	0	1	0	1	0	0	0	5	1	0	0	-
od211m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	3	0	2	0	1	0	0	0	5	1	0	0	-
od212m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	3	0	2	0	1	0	0	0	5	1	0	0	-
od221m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	3	0	2	0	1	0	0	0	5	1	0	0	-
od222m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	3	0	2	0	1	0	0	0	5	1	0	0	-
od22h	2	2	5	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	2	0	1	0	1	0	0	0	4	1	0	0	-
od511m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	3	0	2	0	1	0	0	0	5	1	0	0	-
odd22m	2	2	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	2	0	3	0	1	0	0	0	5	1	0	0	-
A1122A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A112h	1	1	5	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	0	1	0	0	4	1	0	0	-
A1211h	1	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	0	0	0	1	0	0	5	1	0	0	-
A1212A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A121h	1	1	5	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	0	1	0	0	4	1	0	0	-
A1222A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A1222h	1	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	0	0	0	1	0	0	5	1	0	0	-
A12A	1	1	4	SZ2_ACID_U	SZ2_ACID_U	0	2	0	0	0	0	2	0	0	2	2	0	0	-
A2112A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A2121A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A21A	1	1	4	SZ2_ACID_U	SZ2_ACID_U	0	2	0	0	0	0	2	0	0	2	2	0	0	-
A2211A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A2212A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A221A	1	1	5	SZ2_ACID_U	SZ2_ACID_U	0	3	0	0	0	0	2	0	0	3	2	0	0	-
A2221A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A2222A	1	1	6	SZ2_ACID_U	SZ2_ACID_U	0	4	0	0	0	0	2	0	0	4	2	0	0	-
A22A	1	1	4	SZ2_ACID_U	SZ2_ACID_U	0	2	0	0	0	0	2	0	0	2	2	0	0	-
AO112h	1	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	1	1	0	0	4	2	0	0	-
AO121h	1	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	1	1	0	0	4	2	0	0	-
AO211h	1	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	1	1	0	0	4	2	0	0	-
AO212h	1	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	1	1	0	0	4	2	0	0	-
AOd22111h	1	1	9	SZ2_ACID_U	SZ3_HYDROXYL	0	5	0	1	0	1	1	0	0	7	2	0	0	-
AOdxxxxh	1	1	8	SZ2_ACID_U	SZ3_HYDROXYL	0	0	4	1	0	1	1	0	0	6	2	0	0	-
