skeleton	glycans	rescodes	nC	first	last	nAnomer	nStereoDef	nStereoUnk	nDeoxy	nUndef	nCarbonyl	nAcid	nDouble	nTriple	nSP3	nSP2	nSP	nSPX	unknownChars
h1221m	10	2	6	SZ3_HYDROXYL	SZ3_METHYL_L	0	4	0	1	0	0	0	0	0	6	0	0	0	-
haxx1h	10	8	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	1	2	0	0	0	0	0	0	6	0	0	0	-
Aad112xh	9	8	8	SZ2_ACID_U	SZ3_HYDROXYL	1	3	1	1	0	0	1	0	0	7	1	0	0	-
Aad12211h	9	7	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad2x122h	9	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
a12d2h	9	5	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a1d2xh	9	7	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
a21122h	9	7	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a211m	9	6	5	SZX_ANOMER	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	5	0	0	0	-
a21xh	9	8	5	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	5	0	0	0	-
a2221A	9	8	6	SZX_ANOMER	SZ2_ACID_U	1	4	0	0	0	0	1	0	0	5	1	0	0	-
ad2d1m	9	8	6	SZX_ANOMER	SZ3_METHYL_L	1	2	0	3	0	0	0	0	0	6	0	0	0	-
ad611m	9	4	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
adxdxm	9	6	6	SZX_ANOMER	SZ3_METHYL_L	1	0	2	3	0	0	0	0	0	6	0	0	0	-
ha12xh	9	7	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	6	0	0	0	-
hxxxxh	9	5	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	0	4	0	0	0	0	0	0	6	0	0	0	-
o2112h	9	5	6	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	4	0	0	0	1	0	0	0	5	1	0	0	-
A1h	8	1	3	SZ2_ACID_U	SZ3_HYDROXYL	0	1	0	0	0	0	1	0	0	2	1	0	0	-
Aad2112xh	8	6	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad21221h	8	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aadx122h	8	1	8	SZ2_ACID_U	SZ3_HYDROXYL	1	3	1	1	0	0	1	0	0	7	1	0	0	-
a12d2m	8	8	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
a1d11h	8	8	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a1xx1m	8	4	6	SZX_ANOMER	SZ3_METHYL_L	1	2	2	1	0	0	0	0	0	6	0	0	0	-
a1xxh	8	7	5	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	0	0	0	0	0	0	5	0	0	0	-
a221xm	8	8	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a2d21h	8	8	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a2x11m	8	6	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a2x22A	8	4	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
add12m	8	4	6	SZX_ANOMER	SZ3_METHYL_L	1	2	0	3	0	0	0	0	0	6	0	0	0	-
ax12x2h	8	8	7	SZX_ANOMER	SZ3_HYDROXYL	1	3	2	0	0	0	0	0	0	7	0	0	0	-
ax1xxA	8	4	6	SZX_ANOMER	SZ2_ACID_U	1	1	3	0	0	0	1	0	0	5	1	0	0	-
axx1xA	8	5	6	SZX_ANOMER	SZ2_ACID_U	1	1	3	0	0	0	1	0	0	5	1	0	0	-
axxxm	8	8	5	SZX_ANOMER	SZ3_METHYL_L	1	0	3	1	0	0	0	0	0	5	0	0	0	-
h2112m	8	2	6	SZ3_HYDROXYL	SZ3_METHYL_L	0	4	0	1	0	0	0	0	0	6	0	0	0	-
hO122h	8	5	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	3	0	0	0	1	0	0	0	5	1	0	0	-
ha21xh	8	2	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	6	0	0	0	-
hax21h	8	4	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	6	0	0	0	-
oxxxxh	8	5	6	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	0	4	0	0	1	0	0	0	5	1	0	0	-
Aad2112h	7	3	8	SZ2_ACID_U	SZ3_HYDROXYL	1	4	0	1	0	0	1	0	0	7	1	0	0	-
Aad211x2h	7	6	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aadx1xxxh	7	6	9	SZ2_ACID_U	SZ3_HYDROXYL	1	1	4	1	0	0	1	0	0	8	1	0	0	-
a122m	7	7	5	SZX_ANOMER	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	5	0	0	0	-
a12xh	7	5	5	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	5	0	0	0	-
a1d1h	7	7	5	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	1	0	0	0	0	0	5	0	0	0	-
a1d21h	7	7	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a1x21m	7	4	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a1xdxh	7	7	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
a211xA	7	4	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
a22x1m	7	7	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a2x2xA	7	5	6	SZX_ANOMER	SZ2_ACID_U	1	2	2	0	0	0	1	0	0	5	1	0	0	-
aO122h	7	5	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	0	0	1	0	0	0	5	1	0	0	-
ad111h	7	7	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
adx11m	7	4	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
adx2xm	7	6	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
ax2xxA	7	6	6	SZX_ANOMER	SZ2_ACID_U	1	1	3	0	0	0	1	0	0	5	1	0	0	-
axxx1A	7	4	6	SZX_ANOMER	SZ2_ACID_U	1	1	3	0	0	0	1	0	0	5	1	0	0	-
h11m	7	2	4	SZ3_HYDROXYL	SZ3_METHYL_L	0	2	0	1	0	0	0	0	0	4	0	0	0	-
h1222h	7	4	6	SZ3_HYDROXYL	SZ3_HYDROXYL	0	4	0	0	0	0	0	0	0	6	0	0	0	-
hO22h	7	7	5	SZ3_HYDROXYL	SZ3_HYDROXYL	0	2	0	0	0	1	0	0	0	4	1	0	0	-
hOh	7	7	3	SZ3_HYDROXYL	SZ3_HYDROXYL	0	0	0	0	0	1	0	0	0	2	1	0	0	-
ha122m	7	3	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	6	0	0	0	-
AOd21122h	6	6	9	SZ2_ACID_U	SZ3_HYDROXYL	0	5	0	1	0	1	1	0	0	7	2	0	0	-
Aad1121h	6	3	8	SZ2_ACID_U	SZ3_HYDROXYL	1	4	0	1	0	0	1	0	0	7	1	0	0	-
Aad12222h	6	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad22211h	6	1	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aadxxx12h	6	5	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
a111m	6	6	5	SZX_ANOMER	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	5	0	0	0	-
a1121dh	6	1	7	SZX_ANOMER	SZ3_HYDROXYL	1	4	0	1	0	0	0	0	0	7	0	0	0	-
a112m	6	6	5	SZX_ANOMER	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	5	0	0	0	-
a12221h	6	2	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a15h	6	2	4	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	4	0	0	0	-
a21x1A	6	4	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
a21x1h	6	6	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
a22d2h	6	6	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a22xxh	6	6	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	2	0	0	0	0	0	0	6	0	0	0	-
a2d2xh	6	5	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
a2dx1m	6	6	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
a2dxh	6	6	5	SZX_ANOMER	SZ3_HYDROXYL	1	1	1	1	0	0	0	0	0	5	0	0	0	-
a2x1xm	6	5	6	SZX_ANOMER	SZ3_METHYL_L	1	2	2	1	0	0	0	0	0	6	0	0	0	-
a2x21A	6	3	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
a2xd2h	6	6	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
ad1xxh	6	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
ad22xh	6	5	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
ad22xm	6	5	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
axd1xh	6	6	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
axx12m	6	4	6	SZX_ANOMER	SZ3_METHYL_L	1	2	2	1	0	0	0	0	0	6	0	0	0	-
A1121h	5	3	6	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	0	0	0	1	0	0	5	1	0	0	-
A11h	5	2	4	SZ2_ACID_U	SZ3_HYDROXYL	0	2	0	0	0	0	1	0	0	3	1	0	0	-
A12h	5	4	4	SZ2_ACID_U	SZ3_HYDROXYL	0	2	0	0	0	0	1	0	0	3	1	0	0	-
Aad1222h	5	3	8	SZ2_ACID_U	SZ3_HYDROXYL	1	4	0	1	0	0	1	0	0	7	1	0	0	-
a11d2m	5	5	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
a11x1m	5	4	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a12eEA	5	2	6	SZX_ANOMER	SZ2_ACID_U	1	2	0	0	0	0	1	2	0	3	3	0	0	-
a1dxh	5	5	5	SZX_ANOMER	SZ3_HYDROXYL	1	1	1	1	0	0	0	0	0	5	0	0	0	-
a211xm	5	5	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a212xm	5	2	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a21O2h	5	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	0	0	1	0	0	0	5	1	0	0	-
a221xh	5	5	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
a22212h	5	5	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a222xm	5	5	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a261m	5	2	5	SZX_ANOMER	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	5	0	0	0	-
a2O22h	5	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	0	0	1	0	0	0	5	1	0	0	-
a2x11h	5	2	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
a2x12m	5	5	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a2xdxh	5	5	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
a2xx1h	5	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	2	0	0	0	0	0	0	6	0	0	0	-
a2xxh	5	4	5	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	0	0	0	0	0	0	5	0	0	0	-
ad11xm	5	5	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
ad122A	5	4	6	SZX_ANOMER	SZ2_ACID_U	1	3	0	1	0	0	1	0	0	5	1	0	0	-
ad1d2m	5	5	6	SZX_ANOMER	SZ3_METHYL_L	1	2	0	3	0	0	0	0	0	6	0	0	0	-
ad21xm	5	4	6	SZX_ANOMER	SZ3_METHYL_L	1	2	1	2	0	0	0	0	0	6	0	0	0	-
ad2d2m	5	5	6	SZX_ANOMER	SZ3_METHYL_L	1	2	0	3	0	0	0	0	0	6	0	0	0	-
adx22h	5	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
adxx2h	5	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
adxxxA	5	4	6	SZX_ANOMER	SZ2_ACID_U	1	0	3	1	0	0	1	0	0	5	1	0	0	-
ax12m	5	5	5	SZX_ANOMER	SZ3_METHYL_L	1	2	1	1	0	0	0	0	0	5	0	0	0	-
ax1x2A	5	3	6	SZX_ANOMER	SZ2_ACID_U	1	2	2	0	0	0	1	0	0	5	1	0	0	-
ax211m	5	5	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
ax22m	5	5	5	SZX_ANOMER	SZ3_METHYL_L	1	2	1	1	0	0	0	0	0	5	0	0	0	-
ax2xh	5	5	5	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	0	0	0	0	0	0	5	0	0	0	-
axx22A	5	2	6	SZX_ANOMER	SZ2_ACID_U	1	2	2	0	0	0	1	0	0	5	1	0	0	-
h221h	5	3	5	SZ3_HYDROXYL	SZ3_HYDROXYL	0	3	0	0	0	0	0	0	0	5	0	0	0	-
ha11xh	5	4	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	6	0	0	0	-
ha1222h	5	5	7	SZ3_HYDROXYL	SZ3_HYDROXYL	1	4	0	0	0	0	0	0	0	7	0	0	0	-
ha221m	5	5	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	6	0	0	0	-
o2122m	5	4	6	SZ2_ALDEHYDE	SZ3_METHYL_L	0	4	0	1	0	1	0	0	0	5	1	0	0	-
o212h	5	4	5	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	3	0	0	0	1	0	0	0	4	1	0	0	-
A1122h	4	2	6	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	0	0	0	1	0	0	5	1	0	0	-
A122h	4	3	5	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	0	1	0	0	4	1	0	0	-
A2112h	4	4	6	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	0	0	0	1	0	0	5	1	0	0	-
A211h	4	4	5	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	0	1	0	0	4	1	0	0	-
Aa112h	4	2	6	SZ2_ACID_U	SZ3_HYDROXYL	1	3	0	0	0	0	1	0	0	5	1	0	0	-
Aad11111h	4	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad11121h	4	4	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad12xxh	4	2	8	SZ2_ACID_U	SZ3_HYDROXYL	1	2	2	1	0	0	1	0	0	7	1	0	0	-
Aad21xxxh	4	1	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
Aad22212h	4	1	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aadx1122h	4	4	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aadx1x2h	4	3	8	SZ2_ACID_U	SZ3_HYDROXYL	1	2	2	1	0	0	1	0	0	7	1	0	0	-
a1111A	4	4	6	SZX_ANOMER	SZ2_ACID_U	1	4	0	0	0	0	1	0	0	5	1	0	0	-
a11122h	4	4	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a111xA	4	3	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
a112xm	4	3	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a11d1h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a11xxm	4	2	6	SZX_ANOMER	SZ3_METHYL_L	1	2	2	1	0	0	0	0	0	6	0	0	0	-
a121xm	4	3	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a12212h	4	4	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a12d1h	4	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a12x1h	4	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
a12x2h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
a1d12h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a1d12m	4	4	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
a1dxxh	4	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
a1x21h	4	3	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
a2122xh	4	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	4	1	0	0	0	0	0	0	7	0	0	0	-
a21d1h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a22d1h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	0	1	0	0	0	0	0	6	0	0	0	-
a22h	4	4	4	SZX_ANOMER	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	4	0	0	0	-
a2d21m	4	3	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
a2x1xA	4	4	6	SZX_ANOMER	SZ2_ACID_U	1	2	2	0	0	0	1	0	0	5	1	0	0	-
a2x2m	4	4	5	SZX_ANOMER	SZ3_METHYL_L	1	2	1	1	0	0	0	0	0	5	0	0	0	-
a2xx1m	4	2	6	SZX_ANOMER	SZ3_METHYL_L	1	2	2	1	0	0	0	0	0	6	0	0	0	-
ad1x2h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
ad1xh	4	4	5	SZX_ANOMER	SZ3_HYDROXYL	1	1	1	1	0	0	0	0	0	5	0	0	0	-
ad621m	4	1	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
ad622m	4	1	6	SZX_ANOMER	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
adx12h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
ax111h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	3	1	0	0	0	0	0	0	6	0	0	0	-
ax121A	4	3	6	SZX_ANOMER	SZ2_ACID_U	1	3	1	0	0	0	1	0	0	5	1	0	0	-
ax121m	4	3	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
ax1dxm	4	4	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
ax1xxm	4	3	6	SZX_ANOMER	SZ3_METHYL_L	1	1	3	1	0	0	0	0	0	6	0	0	0	-
axd22h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	2	1	1	0	0	0	0	0	6	0	0	0	-
axx2m	4	4	5	SZX_ANOMER	SZ3_METHYL_L	1	1	2	1	0	0	0	0	0	5	0	0	0	-
axx2x2h	4	4	7	SZX_ANOMER	SZ3_HYDROXYL	1	2	3	0	0	0	0	0	0	7	0	0	0	-
axxd2h	4	4	6	SZX_ANOMER	SZ3_HYDROXYL	1	1	2	1	0	0	0	0	0	6	0	0	0	-
axxd2m	4	4	6	SZX_ANOMER	SZ3_METHYL_L	1	1	2	2	0	0	0	0	0	6	0	0	0	-
axxx2m	4	4	6	SZX_ANOMER	SZ3_METHYL_L	1	1	3	1	0	0	0	0	0	6	0	0	0	-
h1122m	4	1	6	SZ3_HYDROXYL	SZ3_METHYL_L	0	4	0	1	0	0	0	0	0	6	0	0	0	-
h21h	4	2	4	SZ3_HYDROXYL	SZ3_HYDROXYL	0	2	0	0	0	0	0	0	0	4	0	0	0	-
h21m	4	1	4	SZ3_HYDROXYL	SZ3_METHYL_L	0	2	0	1	0	0	0	0	0	4	0	0	0	-
h22m	4	2	4	SZ3_HYDROXYL	SZ3_METHYL_L	0	2	0	1	0	0	0	0	0	4	0	0	0	-
hO1222h	4	4	7	SZ3_HYDROXYL	SZ3_HYDROXYL	0	4	0	0	0	1	0	0	0	6	1	0	0	-
ha111m	4	4	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	6	0	0	0	-
ha121m	4	3	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	6	0	0	0	-
ha12h	4	2	5	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	0	0	0	0	0	0	0	5	0	0	0	-
ha1x1h	4	3	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	6	0	0	0	-
ha1xxh	4	4	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	1	2	0	0	0	0	0	0	6	0	0	0	-
ha211m	4	4	6	SZ3_HYDROXYL	SZ3_METHYL_L	1	3	0	1	0	0	0	0	0	6	0	0	0	-
hax11h	4	3	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	2	1	0	0	0	0	0	0	6	0	0	0	-
hax1xh	4	3	6	SZ3_HYDROXYL	SZ3_HYDROXYL	1	1	2	0	0	0	0	0	0	6	0	0	0	-
ma122m	4	2	6	SZ3_METHYL_L	SZ3_METHYL_L	1	3	0	2	0	0	0	0	0	6	0	0	0	-
o122h	4	3	5	SZ2_ALDEHYDE	SZ3_HYDROXYL	0	3	0	0	0	1	0	0	0	4	1	0	0	-
A2212h	3	1	6	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	0	0	0	1	0	0	5	1	0	0	-
A222h	3	3	5	SZ2_ACID_U	SZ3_HYDROXYL	0	3	0	0	0	0	1	0	0	4	1	0	0	-
AOd1122h	3	3	8	SZ2_ACID_U	SZ3_HYDROXYL	0	4	0	1	0	1	1	0	0	6	2	0	0	-
Aad11211h	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad11212h	3	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad112x1h	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad11x12h	3	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad12x22h	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad21111m	3	3	9	SZ2_ACID_U	SZ3_METHYL_L	1	5	0	2	0	0	1	0	0	8	1	0	0	-
Aad2111xh	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad21121m	3	2	9	SZ2_ACID_U	SZ3_METHYL_L	1	5	0	2	0	0	1	0	0	8	1	0	0	-
Aad21122m	3	2	9	SZ2_ACID_U	SZ3_METHYL_L	1	5	0	2	0	0	1	0	0	8	1	0	0	-
Aad21212h	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	5	0	1	0	0	1	0	0	8	1	0	0	-
Aad212x1h	3	1	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad21x21h	3	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad22x11h	3	2	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aad22xxxh	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
Aadx1222h	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	4	1	1	0	0	1	0	0	8	1	0	0	-
Aadx12xxh	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	2	3	1	0	0	1	0	0	8	1	0	0	-
Aadx1x11h	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	3	2	1	0	0	1	0	0	8	1	0	0	-
Aadx2xxxh	3	3	9	SZ2_ACID_U	SZ3_HYDROXYL	1	1	4	1	0	0	1	0	0	8	1	0	0	-
Aadxxx2h	3	3	8	SZ2_ACID_U	SZ3_HYDROXYL	1	1	3	1	0	0	1	0	0	7	1	0	0	-
a11121h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
a111xm	3	3	6	SZX_ANOMER	SZ3_METHYL_L	1	3	1	1	0	0	0	0	0	6	0	0	0	-
a11212h	3	3	7	SZX_ANOMER	SZ3_HYDROXYL	1	5	0	0	0	0	0	0	0	7	0	0	0	-
