map	glycans	rescodes	nAtom	nC	nO	nN	nS	nP	nHal	nAromAtom	nRing	nAromRing	ringSizes	nCarbonyl	nEsterC	maxChainC	attach
*NCNC^XCCCCCCCC$6/12C$8/10C$6/5CCC/3=S	1	1	18	15	0	2	1	0	0	0	3	0	6,6,6	0	0	4	N
*NCO/3=O	1	1	4	1	2	1	0	0	0	0	0	0	-	1	1	1	N
*NCO/3=O/2C	1	1	5	2	2	1	0	0	0	0	0	0	-	1	1	1	N
*NCPO/4O/4=O/2*	1	1	6	1	3	1	0	1	0	0	0	0	-	0	0	1	N
*NC^RC/3O	1	1	4	2	1	1	0	0	0	0	0	0	-	0	0	2	N
*NC^S(CCCCCC$4)/3CO	1	1	10	8	1	1	0	0	0	6	1	1	6	0	0	2	N
*NC^S(CCCCCC$4/5)CCC$3	1	1	11	10	0	1	0	0	0	6	2	1	6,6	0	0	0	N
*NC^SC(CCCCCC$5)/3COC/11=O	1	1	13	10	2	1	0	0	0	6	1	1	6	1	1	3	N
*NC^SCC^SC^SC^RC^S$3/8O/7O/6O/5CO/5O	1	1	13	7	5	1	0	0	0	0	1	0	6	0	0	1	N
*NC^SCN/4=O/3CNCN/9=O	1	1	10	4	2	4	0	0	0	0	0	0	-	2	0	3	N
*NC^SCO/4=O/3C	1	1	6	3	2	1	0	0	0	0	0	0	-	1	1	3	N
*NC^SCO/4=O/3CCCCN	1	1	10	6	2	2	0	0	0	0	0	0	-	1	1	6	N
*NC^SCO/4=O/3CCCN/9=O	1	1	10	5	3	2	0	0	0	0	0	0	-	2	1	5	N
*NC^SCO/4=O/3C^RC/7O	1	1	8	4	3	1	0	0	0	0	0	0	-	1	1	4	N
*NC^SC^SC^SC^RCCOPO/10O/10=O/7=^ZC$3/6O/5O/4O	1	1	16	7	7	1	0	1	0	0	1	0	6	0	0	1	N
*NC^SC^SC^SC^SCCO/7=^ZC$3/6O/5O/4O	1	1	12	7	4	1	0	0	0	0	1	0	6	0	0	1	N
*NC^X(CCCCCC$4)/3C	1	1	9	8	0	1	0	0	0	6	1	1	6	0	0	2	N
*NC^X(CCCCS$4)/3CNCC/11C/11C/9=O/2C(CNCCCCCCC$20/19CC$17)/16=O	1	1	27	21	2	3	1	0	0	16	3	3	5,5,6	2	0	3	N
*NC^X(CCCCS$4)/3CNCCCCC$11/9=O/2CC(CCCCS$19)/17=O	1	1	23	17	2	2	2	0	0	10	3	2	5,5,5	2	0	2	N
*NC^XCSCC$3/5=O/5=O	1	1	8	4	2	1	1	0	0	0	1	0	5	0	0	0	N
*NPOC/3OC/3=O	1	1	7	2	3	1	0	1	0	0	0	0	-	0	0	1	N
*NP^RC/3O/3=O	1	1	5	1	2	1	0	1	0	0	0	0	-	0	0	1	N
*NP^SC/3O/3=O	1	1	5	1	2	1	0	1	0	0	0	0	-	0	0	1	N
*NS(CCCCCC$4/7)CN(CCCCCC$12/15)F/10=O/3=O/3=O	1	1	20	13	3	2	1	0	1	12	2	2	6,6	1	0	1	N
*NS(CCCCCC$4/7)Cl(/6)SN/11=O/11=O/3=O/3=O/2C	1	1	16	7	4	2	2	0	1	6	1	1	6	0	0	1	N
*NS(CCCCCC$4/7)Cl/3=O/3=O/2CC=^ZC(CCCCCC$16/20)OCCO($19/17)NC$14/27=O	1	1	27	18	5	2	1	0	1	12	4	2	6,6,6,6	1	0	1	N
*NS(CCCCO$4/7)C(/6)CO/10=O/3=O/3=O	1	1	13	6	5	1	1	0	0	5	1	1	5	1	1	1	N
*NS(CCCCS$4)/3=O/3=O	1	1	9	4	2	1	2	0	0	5	1	1	5	0	0	0	N
*NS(CCSCC$4/7)C(/5)C/3=O/3=O	1	1	11	6	2	1	2	0	0	5	1	1	5	0	0	1	N
*NS(CSCCC$4/6)Br/3=O/3=O	1	1	10	4	2	1	2	0	1	5	1	1	5	0	0	0	N
*O(CCCCCC$3/4)Br	1	1	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*O(CCCCCC$3/4)CC	1	1	9	8	1	0	0	0	0	6	1	1	6	0	0	2	O
*O(CCCCCC$3/4)CCCCC$9	1	1	12	11	1	0	0	0	0	6	2	1	5,6	0	0	0	O
*O(CCCCCC$3/4)CO/9=O	1	1	10	7	3	0	0	0	0	6	1	1	6	1	1	1	O
*O(CCCCCC$3/4)F	1	1	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*O(CCCCCC$3/4)I	1	1	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*O(CCCCCC$3/4)OCC=C	1	1	11	9	2	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/4)OCCNC/11=O	1	1	13	9	3	1	0	0	0	6	1	1	6	1	0	2	O
*O(CCCCCC$3/5)C=^ECCN($4)/12C/11=O/9OC	1	1	15	11	3	1	0	0	0	6	2	1	6,6	1	0	1	O
*O(CCCCCC$3/5)CCCS($4)	1	1	11	9	1	0	1	0	0	6	2	1	6,6	0	0	0	O
*O(CCCCCC$3/5)CCO($4)/10C/10C	1	1	12	10	2	0	0	0	0	6	2	1	5,6	0	0	1	O
*O(CCCCCC$3/5)CO/9=O	1	1	10	7	3	0	0	0	0	6	1	1	6	1	1	1	O
*O(CCCCCC$3/5)N	1	1	8	6	1	1	0	0	0	6	1	1	6	0	0	0	O
*O(CCCCCC$3/5)NCCC($4)/10=O	1	1	12	9	2	1	0	0	0	6	2	1	6,6	1	0	0	O
*O(CCCCCC$3/5)NCN($4)/10=O	1	1	11	7	2	2	0	0	0	6	2	1	5,6	1	0	0	O
*O(CCCCCC$3/6)Br	1	1	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*O(CCCCCC$3/6)C(/4)CC=C	1	1	11	10	1	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/6)C(/5)C	1	1	9	8	1	0	0	0	0	6	1	1	6	0	0	1	O
*O(CCCCCC$3/6)C(/5)C=^ZCCO($4)/12=O	1	1	13	10	3	0	0	0	0	6	2	1	6,6	1	1	1	O
*O(CCCCCC$3/6)C(CCCCCC$10/5)OCC=^Z$9/17=O	1	1	18	15	3	0	0	0	0	12	3	2	6,6,6	1	1	0	O
*O(CCCCCC$3/6)C=O	1	1	9	7	2	0	0	0	0	6	1	1	6	1	0	1	O
*O(CCCCCC$3/6)C=^ECC	1	1	10	9	1	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/6)C=^ZC(CCCCCC$11/14)OC(/13)OC/10CO($5)/21=O	1	1	22	17	5	0	0	0	0	12	3	2	6,6,6	1	1	1	O
*O(CCCCCC$3/6)C=^ZC(CCCCCC$11/5)OC$10/18=O	1	1	18	15	3	0	0	0	0	12	3	2	6,6,6	1	1	0	O
*O(CCCCCC$3/6)C=^ZCC(/4)OC	1	1	12	10	2	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/6)C=^ZNC^RC(CCCCCC$13)/11CNCCCOC/19=O/11CO$9	1	1	27	21	4	2	0	0	0	12	3	2	5,6,6	1	0	3	O
*O(CCCCCC$3/6)C=^ZNC^RCNC(CCCCCC$15)/14=O/13C(CCCCCC$23/24)C$11/12=O/11C^R(CCCCCC$32)/31O$9	1	1	37	31	4	2	0	0	0	24	6	4	5,6,6,6,6,7	2	0	1	O
*O(CCCCCC$3/6)C=^ZNC^RCNCCNCCOCC$16/12=O/11CO$9/11CC=C	1	1	26	19	4	3	0	0	0	6	3	1	5,6,6	1	0	3	O
*O(CCCCCC$3/6)C=^ZNC^RCNCCOCC$13/12=O/11CCS(CCCCCC$23)/22=O/22=O/11CO$9	1	1	31	22	6	2	1	0	0	12	4	2	5,6,6,6	1	0	2	O
*O(CCCCCC$3/6)C=^ZNC^RC^R(CCCCCC$13)/12O$9/11CCCOCC/24C/24C/22=O/11CN/29=O	1	1	30	23	5	2	0	0	0	12	3	2	5,6,6	2	1	3	O
*O(CCCCCC$3/6)C=^ZNC^RC^R(CCCCCC$13/14)CNCC=C/20C$11/24=O/12O$9/11CCS(CCCCCC$30)/29=O/29=O	1	1	36	28	5	2	1	0	0	18	5	3	5,6,6,6,7	1	0	3	O
*O(CCCCCC$3/6)C=^ZNC^RC^R(CCCCCC$13/14)CNCCS(CCCCCC$24)/23=O/23=O/20C$11/32=O/12O$9/11C(CCCCCC$36)	1	1	40	32	5	2	1	0	0	24	6	4	5,6,6,6,6,7	1	0	2	O
*O(CCCCCC$3/6)C=^ZNC^SC^S(CCCCCC$13)/12O$9/11CNCCCCC$21/20=O/11CCCOCC/32C/32C/30=O	1	1	35	28	5	2	0	0	0	12	4	2	5,6,6,6	2	1	3	O
*O(CCCCCC$3/6)C=^ZNC^SC^S(CCCCCC$13/14)CNCC=C/20C$11/24=O/12O$9/11CCCOCC/31C/31C/29=O	1	1	34	27	5	2	0	0	0	12	4	2	5,6,6,7	2	1	3	O
*O(CCCCCC$3/6)CC	1	1	9	8	1	0	0	0	0	6	1	1	6	0	0	2	O
*O(CCCCCC$3/6)CC(CCCCCC$11/15)C=^ZCCO($14/12)OC$9/19C/19C/10=O(/4)OC	1	1	26	21	5	0	0	0	0	12	4	2	6,6,6,6	1	0	1	O
*O(CCCCCC$3/6)CC(CCCCCC$11/16)OC$9(/14)OCC=^ZC($13/12)OC/20C/20C/10=O(/4)OC	1	1	28	22	6	0	0	0	0	12	4	2	6,6,6,6	1	0	1	O
*O(CCCCCC$3/6)CC/9C	1	1	10	9	1	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/6)CC/9C/9C	1	1	11	10	1	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/6)CC=C(/4)OC	1	1	12	10	2	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/6)CC=O(/5)O(/4)CCC	1	1	14	11	3	0	0	0	0	6	1	1	6	1	0	3	O
*O(CCCCCC$3/6)CC=^ZCCO/12=O/11O($5/4)CCC/9=O	1	1	18	13	5	0	0	0	0	6	2	1	6,6	2	1	3	O
*O(CCCCCC$3/6)CCC/9C/9C	1	1	12	11	1	0	0	0	0	6	1	1	6	0	0	4	O
*O(CCCCCC$3/6)CCCCCC$9	1	1	13	12	1	0	0	0	0	6	2	1	6,6	0	0	0	O
*O(CCCCCC$3/6)CCCO(/4)O*	1	1	12	9	3	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/6)CCCO/11=O	1	1	12	9	3	0	0	0	0	6	1	1	6	1	1	3	O
*O(CCCCCC$3/6)CCO	1	1	10	8	2	0	0	0	0	6	1	1	6	0	0	2	O
*O(CCCCCC$3/6)CCOC	1	1	11	9	2	0	0	0	0	6	1	1	6	0	0	2	O
*O(CCCCCC$3/6)CC^XCNCS$10/13=O/11=O	1	1	15	10	3	1	1	0	0	6	2	1	5,6	2	0	1	O
*O(CCCCCC$3/6)CC^XOCCC$10/12=O(/4)OC	1	1	16	12	4	0	0	0	0	6	2	1	5,6	1	1	1	O
*O(CCCCCC$3/6)CN(CCCCCC$11/14)Cl(/13)SNCCOCC$19/18=O/18=O/9=O	1	1	26	17	5	2	1	0	1	12	3	2	6,6,6	1	0	1	O
*O(CCCCCC$3/6)CNCC(CCCCCC$13/16)CF/19F/19F	1	1	21	16	1	1	0	0	3	12	2	2	6,6	0	0	2	O
*O(CCCCCC$3/6)CNCCCCCCC$11/9=O	1	1	17	14	2	1	0	0	0	6	2	1	6,7	1	0	1	O
*O(CCCCCC$3/6)CO/9=O	1	1	10	7	3	0	0	0	0	6	1	1	6	1	1	1	O
*O(CCCCCC$3/6)CO/9=O(/4)OC	1	1	12	8	4	0	0	0	0	6	1	1	6	1	1	1	O
*O(CCCCCC$3/6)COCCOCC/14C	1	1	15	12	3	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/6)C^S(CCCCCC$10/14)O(/13)OC(/11)CC^RC^S$9/21C/20C(/4)OC	1	1	24	20	4	0	0	0	0	12	3	2	6,6,6	0	0	1	O
*O(CCCCCC$3/6)F	1	1	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*O(CCCCCC$3/6)F(/4)CCCC/10=O	1	1	13	10	2	0	0	0	1	6	1	1	6	1	0	4	O
*O(CCCCCC$3/6)I	1	1	8	6	1	0	0	0	1	6	1	1	6	0	0	0	O
*O(CCCCCC$3/6)NCC=^ZC($5)/10=O	1	1	12	9	2	1	0	0	0	6	2	1	6,6	1	0	0	O
*O(CCCCCC$3/6)NCCCC/10=O(/4)CC/15=O	1	1	16	12	3	1	0	0	0	6	1	1	6	2	0	4	O
*O(CCCCCC$3/6)NCCCSC/13C/10=O	1	1	15	11	2	1	1	0	0	6	1	1	6	1	0	3	O
*O(CCCCCC$3/6)NCNCC/11CC/10=O(/4)CC/17=O	1	1	18	13	3	2	0	0	0	6	1	1	6	2	0	2	O
*O(CCCCCC$3/6)NCNCCCCCC$12/10=O	1	1	17	13	2	2	0	0	0	6	2	1	6,6	1	0	1	O
*O(CCCCCC$3/6)NSC/10=O/10=O	1	1	12	7	3	1	1	0	0	6	1	1	6	0	0	1	O
*O(CCCCCC$3/6)O(CCCCCC$10)	1	1	14	12	2	0	0	0	0	12	2	2	6,6	0	0	0	O
*O(CCCCCC$3/6)O(CCCCCC$10/13)F	1	1	15	12	2	0	0	0	1	12	2	2	6,6	0	0	0	O
*O(CCCCCC$3/6)OC=^ZC(CCCCCC$12/13)O/11C($5/4)O/19=O	1	1	20	15	5	0	0	0	0	12	3	2	6,6,6	1	0	0	O
*O(CCCCCC$3/6)OC=^ZC(CCCCCC$12/13)OSO/19=O/19=O/11C($5/4)O/23=O	1	1	24	15	8	0	1	0	0	12	3	2	6,6,6	1	0	0	O
*O(CCCCCC$3/7)C(/4)C	1	1	9	8	1	0	0	0	0	6	1	1	6	0	0	1	O
*O(CCCCCC$3/7)C(/4)Cl	1	1	9	7	1	0	0	0	1	6	1	1	6	0	0	1	O
*O(CCCCCC$3/7)C(/5)C	1	1	9	8	1	0	0	0	0	6	1	1	6	0	0	1	O
*O(CCCCCC$3/7)C(/5)OCC=^ZC($4)/13C/12C/11=O	1	1	15	12	3	0	0	0	0	6	2	1	6,6	1	1	1	O
*O(CCCCCC$3/7)C(/6)Br(/4)NCN(CNCCNC$14/17)C/12=O	1	1	20	13	2	4	0	0	1	12	2	2	6,6	1	0	1	O
*O(CCCCCC$3/7)C(/6)OCC/11=O(/5)C(/4)C	1	1	14	11	3	0	0	0	0	6	1	1	6	1	1	2	O
*O(CCCCCC$3/7)Cl(/4)Cl	1	1	9	6	1	0	0	0	2	6	1	1	6	0	0	0	O
*O(CCCCCC$3/7)OCC=^ZC($6/4)OC/10=O	1	1	14	10	4	0	0	0	0	6	2	1	6,6	1	1	1	O
*O(CCCCCC$3/8)C(/6)C(/4)C	1	1	10	9	1	0	0	0	0	6	1	1	6	0	0	1	O
*O(CCCCCC$3/8)Cl(/6)OCC=CCl/13Cl(/4)Cl	1	1	15	9	2	0	0	0	4	6	1	1	6	0	0	3	O
*O(CCCCCC$3/8)OC(/6)C=^ECC(/4)OC	1	1	14	11	3	0	0	0	0	6	1	1	6	0	0	3	O
*O(CCCCCC$3/8)OC(/6)CO/11=O(/4)OC	1	1	14	9	5	0	0	0	0	6	1	1	6	1	1	1	O
*O(CCCCCC$3/8)OC(/6)O(/4)OC	1	1	12	8	4	0	0	0	0	6	1	1	6	0	0	1	O
*O(CCCCCCC$4/5NCCCCO$11/12$3/8)OCO($7)	1	1	17	12	4	1	0	0	0	13	4	3	5,5,6,6	0	0	0	O
*O(CCCCCCOCC$7/8$3/5)C=^ZCCO($4)/14=O	1	1	15	11	4	0	0	0	0	9	3	2	5,6,6	1	1	0	O
*O(CCCCCN$3)	1	1	7	5	1	1	0	0	0	6	1	1	6	0	0	0	O
*O(CCCCCN$3/6)CF/9F/9F	1	1	11	6	1	1	0	0	3	6	1	1	6	0	0	1	O
*O(CCCCCNCCN$7/6CC$3/10)CF/14F/14F(/8)C	1	1	17	11	1	2	0	0	3	11	2	2	5,6	0	0	1	O
*O(CCCCCNCNC$6/11C$3/7)N(CCCCCC$14/17)F(/16)Cl(/4)NCC=^ECCNC/27C/23=O	1	1	29	20	2	5	0	0	2	16	3	3	6,6,6	1	0	4	O
*O(CCCCCNCSC$7/6CC$3/9)C(/4)O*	1	1	14	10	2	1	1	0	0	11	2	2	5,6	0	0	1	O
*O(CCCCCO$4/5CCC$3/7)CC/12=O	1	1	13	10	3	0	0	0	0	9	2	2	5,6	1	0	2	O
*O(CCCNC$3/5CCCC$4/6)C	1	1	11	9	1	1	0	0	0	9	2	2	5,6	0	0	1	O
*O(CCCNCC$3/5)CS(CNCCCCCC$13/14N$11/4)C/10=O	1	1	20	14	2	3	1	0	0	15	3	3	5,6,6	0	0	1	O
*O(CCCNCC$3/5)CSCN(CCCCCC$13/14)N$11/10=O(/4)C	1	1	20	14	2	3	1	0	0	12	3	2	5,6,6	0	0	1	O
*O(CCCNCC$4/5CCC$3/7)COCC/14C/12=O	1	1	16	12	3	1	0	0	0	9	2	2	5,6	1	1	3	O
*O(CCCNCC$4/5CCC$3/8)C	1	1	11	9	1	1	0	0	0	9	2	2	5,6	0	0	1	O
*O(CCNCCCC$5/4CCCC$3)	1	1	12	10	1	1	0	0	0	11	2	2	5,6	0	0	0	O
*O=C	1	1	2	1	1	0	0	0	0	0	0	0	-	1	0	1	O
*O=POP^ROCC=^ZCCCC=^ZCCCC=^ZCCCC=CC/21C/17C/13C/9C/5O/5=O/3O/3O	1	1	29	20	7	0	0	2	0	0	0	0	-	0	0	16	O
*O=SO/3O/3=O	1	1	5	0	4	0	1	0	0	0	0	0	-	0	0	0	O
*OC(CCCCCC$4)/3(CCCCCC$10)	1	1	14	13	1	0	0	0	0	12	2	2	6,6	0	0	1	O
*OC(CCCCCC$4/5)CNC$3/11C/10=O	1	1	13	10	2	1	0	0	0	6	2	1	6,6	1	0	1	O
*OC(CCCCCC$4/5)N(CCCCCCC$12/13NCC$11/14)CF/21F/21F/3=O	1	1	24	17	2	2	0	0	3	16	3	3	6,6,6	1	1	1	O
*OC(CCCCCC$4/5)N(CCCCCCC$12/13NCC$11/15)Cl/3=O	1	1	21	16	2	2	0	0	1	16	3	3	6,6,6	1	1	1	O
*OC(CCCCCC$4/5)NCC$3/11=O	1	1	12	9	2	1	0	0	0	6	2	1	6,6	1	0	0	O
*OC(CCCCCC$4/5)O/3=O	1	1	10	7	3	0	0	0	0	6	1	1	6	1	1	1	O
*OC(CCCCCC$4/6)O/3=O	1	1	10	7	3	0	0	0	0	6	1	1	6	1	1	1	O
*OC(CCCCCC$4/6)OC(/5)OC/3=O	1	1	13	9	4	0	0	0	0	6	1	1	6	1	1	1	O
*OC(CCCCCC$4/7)C(CCCCCC$11)/10=O/3=O	1	1	17	14	3	0	0	0	0	12	2	2	6,6	2	1	1	O
*OC(CCCCCC$4/8)O(/6)O/3=O	1	1	11	7	4	0	0	0	0	6	1	1	6	1	1	1	O
*OC(CCCCCC$4/8)OC(/7)O(/6)OC/3=O	1	1	14	9	5	0	0	0	0	6	1	1	6	1	1	1	O
*OC(CCCCCC$4/8)OC(/7)OC(/5)NCCOC/16=C/15=O/3=O	1	1	20	13	6	1	0	0	0	6	1	1	6	2	1	3	O
*OC(CCCCCC$4/9)C(/6)C(/5)O/3=O	1	1	12	9	3	0	0	0	0	6	1	1	6	1	1	1	O
*OC(CCCCCC$4/9)Cl(/5)Cl/3=O	1	1	11	7	2	0	0	0	2	6	1	1	6	1	1	1	O
*OC(CCCCCC$4/9)O(/8)Cl(/7)O(/6)Cl(/5)CC/3=O	1	1	15	9	4	0	0	0	2	6	1	1	6	1	1	2	O
*OC(CCCCCC$4/9)OC(/5)OC/3=O	1	1	13	9	4	0	0	0	0	6	1	1	6	1	1	1	O
*OC(CCCCCCC$5/6NC$4)/3=O	1	1	12	9	2	1	0	0	0	9	2	2	5,6	1	1	1	O
*OC(CCCCCCCC$6/5CCCC$4/15)O(/13)O(/8)O/3=O	1	1	18	13	5	0	0	0	0	12	2	2	6,6	1	1	1	O
*OC(CCCCCCCC$6/7CC$4)	1	1	12	11	1	0	0	0	0	10	2	2	6,6	0	0	1	O
*OC(CCCCCCCCCC$4/11$6/9CCCC$8/17)OC(/15)O(/13)C(/10)=O(/7)=O(/5)O/3=O	1	1	24	17	7	0	0	0	0	14	3	3	6,6,6	3	1	1	O
*OC(CCCCN$4)/3=O	1	1	8	5	2	1	0	0	0	5	1	1	5	1	1	1	O
*OC(CCCCN$4/7)C/3=O	1	1	9	6	2	1	0	0	0	5	1	1	5	1	1	1	O
*OC(CCCNCCCCCCC$9/8C$4/6CCCC$5/12)Br/3=O	1	1	20	16	2	1	0	0	1	16	3	3	6,6,6	1	1	1	O
*OC(CCCNCCCCCCC$9/8C$4/6CCCC$5/12)OC(/11)OC/3=O	1	1	23	18	4	1	0	0	0	16	3	3	6,6,6	1	1	1	O
*OC(CCCNCCCCCS$9/8C$4/6CCCC$5)/3=O	1	1	18	14	2	1	1	0	0	15	3	3	5,6,6	1	1	1	O
*OC(CCNCCC$4)/3=O	1	1	9	6	2	1	0	0	0	6	1	1	6	1	1	1	O
*OC(NCCNC$4/6)CN=^ZCN($5)/11N/9=O	1	1	13	6	2	5	0	0	0	5	2	1	5,6	1	0	1	O
*OC(NCCNC$4/6)CNC=^ZN($5)/11N/9=O	1	1	13	6	2	5	0	0	0	5	2	1	5,6	1	0	1	O
*OC*	1	1	2	1	1	0	0	0	0	0	0	0	-	0	0	1	O
*OC=N*/3(CCCCCC$6/7)O	1	1	10	7	2	1	0	0	0	6	1	1	6	0	0	1	O
*OC=^EC(CCCCCC$5/6)OC$3/12=O	1	1	12	9	3	0	0	0	0	6	2	1	6,6	1	1	0	O
*OCC(CCCCCC$5)/3=O	1	1	10	8	2	0	0	0	0	6	1	1	6	1	1	2	O
*OCC(CCCCCC$5/8)O/3=O	1	1	11	8	3	0	0	0	0	6	1	1	6	1	1	2	O
*OCC(CCCCS$5)/4=O	1	1	9	6	2	0	1	0	0	5	1	1	5	1	0	2	O
*OCC=C/3C/3C	1	1	6	5	1	0	0	0	0	0	0	0	-	0	0	4	O
*OCC=CC/5C	1	1	6	5	1	0	0	0	0	0	0	0	-	0	0	4	O
*OCC=^EC(CCCCCC$6/10)O(/9)O(/7)OC/3=O	1	1	15	10	5	0	0	0	0	6	1	1	6	1	1	3	O
*OCC=^EC(CCCCCC$6/10)OC(/9)OC(/8)OC/3=O	1	1	17	12	5	0	0	0	0	6	1	1	6	1	1	3	O
*OCC=^EC(CCCCCC$6/9)OC(/8)O/3=O	1	1	14	10	4	0	0	0	0	6	1	1	6	1	1	3	O
*OCC=^EC(CCCCCCCC$8/9NC$6)	1	1	14	12	1	1	0	0	0	10	2	2	6,6	0	0	3	O
*OCC=^ECC=^ECC/3=O	1	1	8	6	2	0	0	0	0	0	0	0	-	1	1	6	O
*OCC=^ECC=^ECCCCCCCCCCCCCC/3=O	1	1	20	18	2	0	0	0	0	0	0	0	-	1	1	18	O
*OCC=^ECC=^ECCC^XC=^ECC=^ECCCCCC/9O/3=O	1	1	19	16	3	0	0	0	0	0	0	0	-	1	1	16	O
*OCC=^ECC=^ZCCCC^XCC/10O/3=O	1	1	13	10	3	0	0	0	0	0	0	0	-	1	1	10	O
*OCC=^ECCCC=^ECCCC=CC/13C/9C/5C	1	1	16	15	1	0	0	0	0	0	0	0	-	0	0	12	O
*OCC=^ECCCC=^ECCCC=^ECCCC=^ECCCC=^ECCCC=^ECCCC=CC/29C/25C/21C/17C/13C/9C/5C	1	1	36	35	1	0	0	0	0	0	0	0	-	0	0	28	O
*OCC=^ECCCC=^ECCCCCCC=^ECCCC=CC/20C/16C/13=C/10C/10C/5C	1	1	26	25	1	0	0	0	0	0	0	0	-	0	0	19	O
*OCC=^ECCCCCCCCCCCCCCCCCC/4C/3=O	1	1	23	21	2	0	0	0	0	0	0	0	-	1	1	20	O
*OCC=^ECCC^RCCC=CC/11C/7C/3=O	1	1	14	12	2	0	0	0	0	0	0	0	-	1	1	10	O
*OCC=^ECCO/6=O/3=O	1	1	8	4	4	0	0	0	0	0	0	0	-	2	2	4	O
*OCC=^ECC^RCCCCCCCCCCCCCCCCCC/6C/4C/3=O	1	1	26	24	2	0	0	0	0	0	0	0	-	1	1	22	O
*OCC=^ECC^SCC^SCCCCCCCCCCCCCCCCCC/8C/6C/4C/3=O	1	1	29	27	2	0	0	0	0	0	0	0	-	1	1	24	O
*OCC=^ECC^SCC^SCC^SCC^SCCCCCCCCCCCCCCCC/12C/10C/8C/6C/4C/3=O	1	1	33	31	2	0	0	0	0	0	0	0	-	1	1	26	O
*OCC=^ECC^XCCC^XC=^ZC$6/9O/7=O/6O/3=O	1	1	14	9	5	0	0	0	0	0	1	0	6	2	1	3	O
*OCC=^XC(CCCCCC$6/9)O(/8)OC/3=O	1	1	14	10	4	0	0	0	0	6	1	1	6	1	1	3	O
*OCC=^XC(CCCCCC$6/9)OC(/8)OC/3=O	1	1	15	11	4	0	0	0	0	6	1	1	6	1	1	3	O
*OCC=^XCCO/4C/3=O	1	1	8	5	3	0	0	0	0	0	0	0	-	1	1	4	O
*OCC=^ZCCC(CNCOC$8/10)C=^ZCCNCOC/17=O/3=O	1	1	20	13	5	2	0	0	0	5	1	1	5	2	2	5	O
*OCC=^ZCCCCCCCCCCCCCC/3=O	1	1	18	16	2	0	0	0	0	0	0	0	-	1	1	16	O
*OCCC/3CC	1	1	6	5	1	0	0	0	0	0	0	0	-	0	0	5	O
*OCCC=^ZCCC=^ZCCC=^ZCCC=^ZCCC=^ZCCC=^ZCCCC/3=O	1	1	24	22	2	0	0	0	0	0	0	0	-	1	1	22	O
*OCCCC/5C/3CCC/9C	1	1	10	9	1	0	0	0	0	0	0	0	-	0	0	7	O
*OCCCC=^ECCC=^ECCC=^ECCC=^ECCC=^ECCC=^ECCC/3=O	1	1	24	22	2	0	0	0	0	0	0	0	-	1	1	22	O
*OCCCC=^ZCCC=^ZCCCC/3=O	1	1	13	11	2	0	0	0	0	0	0	0	-	1	1	11	O
*OCCCCC=C=CCOCC=^ECC=^ZCCCCCC/12=O/3=O	1	1	22	18	4	0	0	0	0	0	0	0	-	2	2	10	O
*OCCCCC=^ECC/7C/3C/3C	1	1	11	10	1	0	0	0	0	0	0	0	-	0	0	8	O
*OCCCCC=^ECC=^ECC=^ECC=^ECC=^ECC=^ECC=^ZCC=^ECC=^ECC=^ECC=^ECC=^ECC=CC/32C/28C/24C/20CO/15C/11C/7C/3C/3C	1	1	42	40	2	0	0	0	0	0	0	0	-	0	0	32	O
*OCCCCC=^ECC=^ZCC=^ECC=^ECC=^ECC=^ZCC=^ECC=^ECC=^ECC=^ZCC=^ECC=^ECC=CC/32C/28C/24C/20C/15C/11C/7C/3C/3C	1	1	41	40	1	0	0	0	0	0	0	0	-	0	0	32	O
*OCCCCC=^XCCC=^XCCC=^XCCC=^XCCCCCC/3=O	1	1	22	20	2	0	0	0	0	0	0	0	-	1	1	20	O
*OCCCCC=^ZCCC=^ZCC=^ECC^SCC=^ZCCCCCC/14O/3=O	1	1	23	20	3	0	0	0	0	0	0	0	-	1	1	20	O
*OCCCCC=^ZCCC=^ZCCC=^ZCC=^ECC^RCCCCC/17O/3=O	1	1	23	20	3	0	0	0	0	0	0	0	-	1	1	20	O
*OCCCCC=^ZCCC=^ZCCC=^ZCC=^ECC^SCCCCC/17O/3=O	1	1	23	20	3	0	0	0	0	0	0	0	-	1	1	20	O
*OCCCCC=^ZCCC=^ZCCC=^ZCCC=^ZCCC=^ZCCCCC/3=O	1	1	24	22	2	0	0	0	0	0	0	0	-	1	1	22	O
